place_id,state,city,place_name,type,avg_budget,safety_score,hotel_cost_per_night,food_cost_per_day,transport_cost,railway_distance_km,bus_distance_km,airport_distance_km,family_friendly,place,good_place_1,good_place_2,bad_place_1,bad_place_2,hotel_name,women_safety,crowd_level,best_time,railway_distance,bus_distance,airport_distance,budget,lat,lng
933,Himachal Pradesh,Kullu,Kullu Zoo 626,Historical,4975,7.7,4742,1557,1578,5,8,8,No,Tourist Place,City Mall,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,Moderate,Low,Morning,3,5,37,8960,9.212011,73.726408
934,Himachal Pradesh,Kasol,Kasol Hill 874,Eco Tourism,15420,6.7,4305,1138,834,14,10,48,No,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,ITC Grand,High,Medium,Morning,8,7,13,11632,21.462418,95.414181
935,Jammu and Kashmir,Srinagar,Srinagar Monument 160,Hill Station,10282,7.9,1181,1165,374,15,13,32,No,Tourist Place,Local Food Street,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Radisson Blu,Low,Medium,Evening,7,3,20,24677,31.238894,74.121247
936,Jammu and Kashmir,Gulmarg,Gulmarg Hill 30,Desert,17794,9.0,4418,780,215,15,10,38,No,Tourist Place,City Mall,Lake View,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Leela Palace,Low,Medium,Morning,11,5,25,19615,16.030801,81.014661
937,Jammu and Kashmir,Pahalgam,Pahalgam Zoo 651,Desert,9090,6.9,1132,1820,450,6,6,14,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Taj Hotel,High,Low,Night,7,6,36,11096,18.221548,85.368782
938,Jammu and Kashmir,Sonamarg,Sonamarg Mosque 734,Nature,2950,7.9,1560,922,2447,6,8,47,Yes,Tourist Place,Historic Center,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,High,Low,Night,9,2,26,14245,33.171962,90.218747
939,West Bengal,Kolkata,Kolkata Riverfront 13,Beach,21370,9.0,1997,720,515,11,2,28,No,Tourist Place,Local Food Street,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,High,High,Night,15,2,33,21815,12.892627,80.14789
940,West Bengal,Darjeeling,Darjeeling Garden 934,Beach,10074,8.5,4803,1758,500,7,7,6,Yes,Tourist Place,Beach Market,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,Moderate,Medium,Evening,11,5,16,14133,19.544753,80.474168
941,West Bengal,Siliguri,Siliguri Hill 596,Eco Tourism,12421,6.8,4760,1959,225,5,14,45,No,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,ITC Grand,Low,High,Evening,11,4,7,4595,20.955083,80.243759
942,West Bengal,Sundarbans,Sundarbans Sanctuary 781,Desert,11038,8.3,4438,871,976,13,10,9,Yes,Tourist Place,City Mall,Temple Area,Avoid isolated roads at night,Avoid unsafe local alleys,Leela Palace,Low,Medium,Evening,12,1,15,4961,24.452905,83.81311
943,Gujarat,Ahmedabad,Ahmedabad Fort 668,Historical,16088,7.8,4789,1235,1550,14,2,9,No,Tourist Place,Historic Center,Sunset Point,Avoid unknown shortcuts,Avoid abandoned market areas,Radisson Blu,Moderate,Low,Night,13,10,38,18937,10.706394,86.631135
944,Gujarat,Dwarka,Dwarka Valley 708,Historical,8196,9.2,1125,1587,1728,10,5,22,No,Tourist Place,Beach Market,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,Low,Low,Night,2,4,15,7039,28.173325,79.764004
945,Gujarat,Gir,Gir Valley 983,Wildlife,10831,6.8,4723,592,2426,19,14,29,Yes,Tourist Place,Shopping Street,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,Moderate,High,Night,14,4,21,10291,26.639394,76.794307
946,Gujarat,Kutch,Kutch Waterfall 853,Spiritual,5588,7.4,3782,540,258,20,15,21,Yes,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,Taj Hotel,Moderate,Medium,Evening,5,5,14,23061,34.109273,70.293634
947,Gujarat,Somnath,Somnath Mosque 176,Wildlife,16881,9.7,3079,1941,2019,9,8,42,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,High,Low,Evening,10,10,27,4880,16.036336,76.361436
948,Punjab,Amritsar,Amritsar Palace 116,Wildlife,23630,9.2,3100,426,2814,20,8,22,No,Tourist Place,Beach Market,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,Low,Medium,Morning,11,1,11,18158,10.693322,91.237847
949,Punjab,Chandigarh,Chandigarh Valley 486,Cultural,13054,7.4,4661,1313,2336,7,15,41,No,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid crowded late-night bus stands,Taj Hotel,Low,High,Evening,9,6,31,8306,19.110774,91.401394
950,Punjab,Ludhiana,Ludhiana Waterfall 176,Spiritual,4226,9.8,4022,1259,1503,8,13,46,No,Tourist Place,Historic Center,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Treebo Residency,High,High,Night,5,2,22,4680,26.835424,96.661069
951,Punjab,Patiala,Patiala Church 777,Nature,23625,7.2,4667,454,2604,1,5,43,No,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Radisson Blu,Moderate,Medium,Morning,8,8,37,13290,19.329315,70.32124
952,Bihar,Patna,Patna Museum 892,Hill Station,17063,7.3,3547,1892,2209,9,15,29,No,Tourist Place,Local Food Street,Tourist Market,Avoid dark forest roads,Avoid unsafe local alleys,Taj Hotel,High,Medium,Evening,3,2,12,13940,29.973896,81.396226
953,Bihar,Gaya,Gaya Sanctuary 312,Cultural,9192,9.0,979,673,2680,13,4,21,No,Tourist Place,Historic Center,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,Moderate,Medium,Night,15,9,18,9165,32.183361,94.16059
954,Bihar,Nalanda,Nalanda Mosque 245,Nature,21595,8.1,2123,1753,602,8,3,20,No,Tourist Place,City Mall,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,Radisson Blu,Moderate,Medium,Night,2,10,10,7364,25.505492,69.335869
955,Bihar,Vaishali,Vaishali Valley 408,Adventure,6864,9.3,2854,1998,921,8,11,9,Yes,Tourist Place,Beach Market,Lake View,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Moderate,High,Night,13,2,37,23284,25.516862,84.210154
956,Odisha,Puri,Puri Temple 676,Wildlife,12517,7.5,880,422,651,16,9,46,No,Tourist Place,Beach Market,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,Low,High,Morning,4,6,30,20104,33.396281,96.218176
957,Odisha,Konark,Konark Zoo 17,Cultural,22850,9.6,1195,1737,752,5,7,46,No,Tourist Place,Beach Market,Lake View,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Moderate,Medium,Night,10,1,15,16551,19.556936,90.49133
958,Odisha,Bhubaneswar,Bhubaneswar Riverfront 860,Hill Station,10508,8.4,800,476,2915,20,3,31,No,Tourist Place,Beach Market,Sunset Point,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,Low,Low,Morning,13,7,34,19728,19.389674,68.697345
959,Odisha,Cuttack,Cuttack Museum 765,Nature,3539,9.4,3923,929,528,12,3,44,No,Tourist Place,Beach Market,Adventure Zone,Avoid dark forest roads,Avoid crowded late-night bus stands,Taj Hotel,Low,Low,Night,2,3,34,16804,19.629835,76.465323
960,Assam,Guwahati,Guwahati Valley 603,Cultural,6817,8.1,1738,672,371,19,13,11,Yes,Tourist Place,Shopping Street,Adventure Zone,Avoid deserted beach areas,Avoid unsafe local alleys,ITC Grand,High,Medium,Evening,11,1,26,7199,23.605211,69.525539
961,Assam,Kaziranga,Kaziranga Palace 263,Adventure,13758,9.3,4280,576,1459,15,8,14,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,High,Low,Morning,15,6,22,19870,34.809136,71.522194
962,Assam,Majuli,Majuli Dam 413,Historical,18922,9.5,3535,621,743,1,2,23,No,Tourist Place,City Mall,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,OYO Premium,High,Low,Morning,12,4,37,11518,23.46268,79.390641
963,Assam,Sivasagar,Sivasagar Lake 454,Spiritual,7073,8.5,3206,1926,2703,8,11,11,Yes,Tourist Place,Historic Center,Tourist Market,Avoid isolated roads at night,Avoid unsafe local alleys,Radisson Blu,High,Medium,Night,13,10,39,17844,11.556543,90.158857
964,Madhya Pradesh,Bhopal,Bhopal Caves 989,Wildlife,17237,8.4,965,1292,661,12,6,49,No,Tourist Place,Shopping Street,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,OYO Premium,High,Low,Evening,7,3,13,19888,8.658201,77.734529
965,Madhya Pradesh,Khajuraho,Khajuraho Fort 923,Eco Tourism,21051,7.6,1770,450,1921,17,12,6,Yes,Tourist Place,Shopping Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,OYO Premium,High,High,Evening,3,10,20,22046,12.496029,74.933489
966,Madhya Pradesh,Jabalpur,Jabalpur National Park 301,Beach,13949,7.6,1545,1134,1908,13,13,22,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid isolated roads at night,Avoid unsafe local alleys,Treebo Residency,Low,High,Morning,2,6,13,11592,29.85779,76.105274
967,Madhya Pradesh,Indore,Indore Fort 273,Historical,15833,7.5,1153,1979,1358,16,13,43,No,Tourist Place,Beach Market,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,Low,Low,Night,2,3,31,18435,20.97672,90.673405
968,Delhi,New Delhi,New Delhi Caves 390,Cultural,6273,9.3,3715,1690,680,17,14,40,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,Low,Medium,Morning,6,9,36,24982,23.649894,91.226633
969,Andhra Pradesh,Vijayawada,Vijayawada Beach 770,Beach,14729,9.7,2301,964,470,7,14,24,No,Tourist Place,Local Food Street,Lake View,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,High,Medium,Morning,13,5,30,10385,30.495516,93.654846
970,Andhra Pradesh,Tirupati,Tirupati Palace 478,Desert,11517,8.3,3408,1017,1252,11,4,36,Yes,Tourist Place,City Mall,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,Low,Low,Evening,8,7,5,6086,28.441674,72.030091
971,Andhra Pradesh,Visakhapatnam,Visakhapatnam Zoo 713,Adventure,13583,8.7,4894,1840,551,1,4,47,Yes,Tourist Place,Shopping Street,Lake View,Avoid dark forest roads,Avoid abandoned market areas,OYO Premium,High,Low,Morning,9,1,24,23604,14.39335,89.917877
972,Andhra Pradesh,Araku Valley,Araku Valley Museum 73,Wildlife,11343,8.8,2850,1632,415,1,15,14,No,Tourist Place,City Mall,Sunset Point,Avoid unknown shortcuts,Avoid crowded late-night bus stands,OYO Premium,High,Medium,Night,2,1,37,22581,8.684297,95.713935
973,Andhra Pradesh,Amaravati,Amaravati Dam 849,Beach,8674,8.8,1602,360,1572,19,2,36,Yes,Tourist Place,Shopping Street,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,High,High,Morning,14,2,33,11109,25.739865,75.395722
974,Telangana,Hyderabad,Hyderabad Island 430,Adventure,17226,6.7,4604,506,2052,14,10,43,Yes,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,ITC Grand,High,Low,Night,10,2,23,4489,21.216931,93.085039
975,Telangana,Warangal,Warangal Fort 679,Spiritual,5112,6.6,3326,1141,651,13,14,28,No,Tourist Place,Beach Market,Adventure Zone,Avoid unknown shortcuts,Avoid crowded late-night bus stands,ITC Grand,High,High,Night,12,9,22,17462,13.372769,74.995112
976,Telangana,Nizamabad,Nizamabad Island 192,Beach,3920,9.3,3715,497,2527,11,14,35,No,Tourist Place,Historic Center,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,Moderate,Medium,Morning,9,6,30,14942,27.112608,72.259124
977,Telangana,Adilabad,Adilabad Valley 451,Eco Tourism,5543,8.5,3276,1145,429,3,14,33,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid dark forest roads,Avoid abandoned market areas,Treebo Residency,High,Medium,Evening,14,1,23,4489,33.710652,75.662329
978,Telangana,Karimnagar,Karimnagar Lake 843,Cultural,5143,6.6,3553,1059,1598,20,7,21,Yes,Tourist Place,Shopping Street,Adventure Zone,Avoid dark forest roads,Avoid remote hills after sunset,Radisson Blu,Moderate,High,Night,4,4,5,10172,28.320908,73.767894
979,Tamil Nadu,Chennai,Chennai Waterfall 148,Wildlife,9979,8.2,3898,1350,2353,8,1,40,No,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Moderate,High,Morning,6,5,12,7142,23.33082,87.194713
980,Tamil Nadu,Madurai,Madurai Beach 376,Spiritual,5033,6.6,701,322,1408,10,13,7,No,Tourist Place,Shopping Street,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Taj Hotel,Low,High,Night,3,9,14,24742,28.496041,77.606125
981,Tamil Nadu,Ooty,Ooty Island 713,Hill Station,22926,9.2,3832,1595,2637,12,6,17,No,Tourist Place,Local Food Street,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,Moderate,Low,Night,14,7,38,17365,19.889507,93.647366
982,Tamil Nadu,Kanyakumari,Kanyakumari Hill 172,Historical,23379,9.4,4039,758,1208,9,1,15,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Leela Palace,Moderate,High,Evening,3,8,18,7134,19.946797,83.262528
983,Tamil Nadu,Coimbatore,Coimbatore Hill 441,Historical,16494,9.6,1476,1245,937,4,7,37,No,Tourist Place,Beach Market,Sunset Point,Avoid unknown shortcuts,Avoid unsafe local alleys,OYO Premium,Low,Medium,Morning,4,7,28,21163,32.707301,82.153592
984,Karnataka,Bengaluru,Bengaluru Garden 245,Beach,9457,8.8,2498,1218,1911,13,9,22,No,Tourist Place,City Mall,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,High,Medium,Morning,7,2,40,7175,33.219709,96.003802
985,Karnataka,Mysuru,Mysuru Beach 66,Historical,7730,9.5,3151,1526,861,1,10,8,Yes,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,Radisson Blu,Moderate,Low,Evening,4,10,40,13800,13.477852,90.234038
986,Karnataka,Hampi,Hampi Dam 528,Desert,22580,7.4,979,368,2404,19,13,21,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,Moderate,Low,Morning,9,2,21,19739,32.045802,87.684149
987,Karnataka,Coorg,Coorg Hill 521,Spiritual,6857,9.6,3420,1850,609,10,6,15,Yes,Tourist Place,Historic Center,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,Treebo Residency,Low,Low,Morning,8,10,15,7077,9.246411,84.647587
988,Karnataka,Mangalore,Mangalore Mosque 618,Historical,12020,8.6,4778,1866,494,3,2,42,Yes,Tourist Place,Historic Center,Tourist Market,Avoid isolated roads at night,Avoid crowded late-night bus stands,Radisson Blu,High,Medium,Evening,6,8,29,12899,25.704483,90.833942
989,Kerala,Kochi,Kochi Fort 952,Adventure,24351,7.2,4028,841,2261,12,11,42,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,Moderate,Medium,Evening,1,6,22,22117,16.557539,68.887876
990,Kerala,Munnar,Munnar Valley 757,Wildlife,5860,7.0,991,704,2465,18,7,24,Yes,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,Moderate,High,Morning,3,9,9,5500,19.351595,74.801502
991,Kerala,Alappuzha,Alappuzha Zoo 348,Nature,7317,7.8,2167,976,2605,6,8,40,No,Tourist Place,City Mall,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,ITC Grand,Moderate,Medium,Evening,11,3,40,6876,25.789231,86.474615
992,Kerala,Thekkady,Thekkady National Park 284,Cultural,13824,8.0,3432,1801,2192,14,5,43,Yes,Tourist Place,Historic Center,Tourist Market,Avoid deserted beach areas,Avoid unsafe local alleys,Treebo Residency,High,Medium,Evening,5,2,28,21486,28.831198,83.786727
993,Kerala,Wayanad,Wayanad Mosque 690,Cultural,5657,9.7,1011,1171,792,18,8,49,Yes,Tourist Place,Shopping Street,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,Moderate,Medium,Night,15,3,22,14544,33.15094,69.376137
994,Maharashtra,Mumbai,Mumbai Beach 874,Historical,8227,6.7,1043,958,1274,10,2,35,Yes,Tourist Place,City Mall,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,High,High,Night,2,5,25,19595,16.679529,95.615438
995,Maharashtra,Pune,Pune Dam 536,Adventure,6879,8.6,4282,951,1269,20,2,14,Yes,Tourist Place,City Mall,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,Leela Palace,High,Low,Morning,15,5,14,15227,34.17718,75.191063
996,Maharashtra,Aurangabad,Aurangabad Island 882,Historical,11398,8.5,3723,355,2379,3,14,13,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,Leela Palace,Moderate,Low,Night,6,2,5,6538,32.157234,84.370182
997,Maharashtra,Lonavala,Lonavala Waterfall 551,Desert,11795,7.8,2392,1360,2422,8,13,37,No,Tourist Place,Local Food Street,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,Low,High,Evening,3,3,23,17357,9.875217,78.46574
998,Maharashtra,Nashik,Nashik Museum 779,Adventure,16241,7.8,4214,747,1139,10,15,8,Yes,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Treebo Residency,Moderate,Medium,Morning,15,2,26,24820,23.479638,86.42862
999,Goa,Panaji,Panaji National Park 701,Nature,20903,8.5,1767,1040,439,18,15,24,No,Tourist Place,Local Food Street,Temple Area,Avoid dark forest roads,Avoid unsafe local alleys,Leela Palace,Moderate,Medium,Morning,10,2,20,24746,28.206223,80.756821
1000,Goa,Margao,Margao Garden 54,Eco Tourism,9702,8.8,4037,1337,381,6,15,11,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid dark forest roads,Avoid unsafe local alleys,Radisson Blu,High,High,Night,6,6,38,20289,12.287615,92.323576
1001,Goa,Mapusa,Mapusa Zoo 566,Beach,11073,7.8,4851,1519,2805,4,10,31,Yes,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Leela Palace,Moderate,High,Morning,10,9,13,18297,21.846318,74.73268
1002,Goa,Vasco da Gama,Vasco da Gama Beach 57,Desert,16749,9.4,4600,1828,562,15,8,23,Yes,Tourist Place,Historic Center,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,High,Low,Night,14,1,21,8680,19.867905,82.097146
1003,Rajasthan,Jaipur,Jaipur Beach 123,Adventure,16663,7.7,1230,483,2807,11,2,21,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,Low,Low,Evening,13,9,21,6381,11.691331,72.397095
1004,Rajasthan,Udaipur,Udaipur Zoo 338,Beach,16479,7.7,1453,942,1917,4,8,22,No,Tourist Place,Shopping Street,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,Moderate,High,Evening,15,4,26,13130,18.698265,79.869372
1005,Rajasthan,Jaisalmer,Jaisalmer Lake 870,Cultural,7860,7.7,1169,516,1065,2,1,24,No,Tourist Place,Historic Center,Lake View,Avoid isolated roads at night,Avoid unsafe local alleys,Treebo Residency,High,Low,Night,13,10,9,11877,8.321915,82.667652
1006,Rajasthan,Mount Abu,Mount Abu Sanctuary 682,Adventure,9140,9.7,2371,1318,2553,11,14,39,No,Tourist Place,Historic Center,Temple Area,Avoid dark forest roads,Avoid remote hills after sunset,OYO Premium,High,Medium,Evening,1,9,37,7939,28.47031,84.795868
1007,Rajasthan,Ajmer,Ajmer Beach 951,Eco Tourism,6915,7.6,1851,1563,1213,12,3,34,No,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,High,High,Evening,5,10,28,4427,32.412672,94.336819
1008,Uttar Pradesh,Agra,Agra Museum 543,Desert,22810,7.2,4595,791,2483,2,12,26,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,Taj Hotel,High,Low,Night,4,3,22,24483,17.987009,72.64965
1009,Uttar Pradesh,Varanasi,Varanasi Monument 140,Desert,21826,8.7,1622,634,2232,14,1,15,No,Tourist Place,Beach Market,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,Radisson Blu,High,Medium,Evening,6,7,29,13727,33.707899,68.019897
1010,Uttar Pradesh,Lucknow,Lucknow Valley 636,Adventure,5560,8.1,3197,1002,2215,4,12,50,Yes,Tourist Place,Historic Center,Temple Area,Avoid isolated roads at night,Avoid crowded late-night bus stands,Radisson Blu,Low,Low,Night,14,1,32,15851,13.381302,80.187549
1011,Uttar Pradesh,Prayagraj,Prayagraj Waterfall 881,Hill Station,18864,9.1,3580,1166,1537,15,13,49,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid dark forest roads,Avoid unsafe local alleys,Radisson Blu,Low,Low,Night,9,8,28,24717,14.72487,77.798703
1012,Uttar Pradesh,Mathura,Mathura Palace 484,Eco Tourism,4155,9.2,1705,1452,2011,12,10,9,No,Tourist Place,Local Food Street,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,High,Medium,Evening,13,5,14,13918,25.271756,96.458527
1013,Uttarakhand,Rishikesh,Rishikesh Lake 770,Nature,17043,7.7,3833,687,1393,2,13,46,Yes,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Leela Palace,Moderate,Low,Night,10,3,27,5427,20.314532,74.796285
